stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,5.84,0,0,0.83,2.5,3.34,0.83,1.67
3dpf,8.62,0,0,0,0,1.72,0.57,0
5dpf,0,0,0.52,0.52,0,1.55,1.03,1.55
10dpf,11.3,1.88,0.63,0.63,0,4.39,1.88,0.63
