stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,1.72,0,0,0,0,0
5dpf,0.52,3.62,0,0.52,0.52,0.52
10dpf,1.26,3.14,0.63,0.63,0,0
