stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
24hpf,0,0,0,1,0,0,0
2dpf,0,0,0.83,0,0.83,0.83,0
3dpf,1.72,0.57,0,0.57,0,0.57,0
5dpf,0.52,0.52,2.07,3.1,0,1.03,0.52
10dpf,0.63,0,13.18,15.69,0,0,0
