stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,10.32,20.65,0,20.65,0,0,0,20.65,0
12hpf,28.92,7.71,11.57,0,13.49,0,0,0,15.42,17.35
14hpf,13.38,0,10.03,3.34,0,0,0,0,0,3.34
16hpf,18.46,2.05,0,6.15,10.25,2.05,4.1,0,10.25,14.36
19hpf,19.7,0,0,6.57,4.38,0,0,0,0,0
24hpf,31,0,1,4,2,3,1,0,5,4
2dpf,168.48,0.83,7.51,30.86,73.4,139.29,11.68,0.83,37.53,50.88
3dpf,543.61,4.6,4.6,8.62,13.22,170.67,5.75,0,7.47,31.61
5dpf,47.03,9.3,18.09,24.81,10.85,118.87,8.79,7.75,27.91,82.18
10dpf,218.38,10.67,18.83,18.2,10.04,135.55,8.79,0,17.57,14.43
