stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0.83,1.67,0,0.83
3dpf,1.72,0,1.15,2.3,0,0
5dpf,0,1.03,5.17,1.03,0.52,0
10dpf,0,1.26,11.3,1.88,0,0.63
