stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,898.1,10.32,0,0,41.29,10.32,0,154.84,72.26,10.32
12hpf,140.73,13.49,0,0,3.86,0,0,129.16,40.48,7.71
14hpf,294.26,13.38,13.38,56.85,43.47,0,0,50.16,36.78,100.32
16hpf,135.35,8.2,2.05,14.36,47.17,2.05,0,43.07,14.36,53.32
19hpf,387.49,0,0,6.57,26.27,2.19,0,19.7,6.57,39.41
24hpf,511,0,3,3,25,9,2,9,31,25
2dpf,789.87,5.84,9.17,45.04,72.56,124.28,7.51,4.17,27.52,56.72
3dpf,1275.71,6.32,1.15,25.28,12.64,239.05,1.15,0,5.75,24.14
5dpf,343.17,28.94,27.39,59.44,36.18,264.1,6.72,4.65,22.22,62.54
10dpf,1138.97,25.1,22.59,64.64,26.36,198.93,13.81,0,18.2,13.81
