stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,165.17,51.61,0,0,134.2,0,0,134.2,371.63,51.61
12hpf,266.03,28.92,0,26.99,185.06,17.35,0,219.76,225.55,90.6
14hpf,451.42,10.03,100.32,76.91,217.35,76.91,3.34,56.85,337.73,150.47
16hpf,362.99,28.71,53.32,127.15,207.13,100.49,26.66,51.27,463.48,108.69
19hpf,626.11,2.19,6.57,85.38,172.95,81,10.95,37.22,190.46,120.41
24hpf,959,10,76,169,427,189,45,35,357,130
2dpf,1042.6,22.52,54.21,264.4,671.43,946.68,128.45,37.53,396.19,151.8
3dpf,2790.48,25.28,48.27,105.73,54.02,979.77,41.95,0.57,93.67,84.47
5dpf,370.05,21.19,117.84,187.09,65.12,469.28,74.94,21.19,129.21,223.27
10dpf,878.55,19.45,80.32,121.11,16.32,265.45,39.53,0.63,41.42,79.7
