stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0.83,0,5.84,5,1.67,2.5,0,0
3dpf,0,0,6.9,1.15,0,6.32,0,0
5dpf,0.52,0,54.78,2.58,0,9.82,0,0
10dpf,2.51,0.63,53.34,1.88,0.63,6.28,0.63,0.63
