stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,5.84,0,0,2.5,1.67,0
3dpf,6.9,1.15,0,44.25,0,0.57
5dpf,1.55,0,0.52,72.36,9.3,2.07
10dpf,3.14,0.63,1.26,6.28,1.88,0
