stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,4.17,0,0.83,1.67,0,0.83,0
3dpf,12.07,0,0,3.45,0,0,1.72
5dpf,2.07,0,0,4.13,1.03,0.52,2.07
10dpf,1.88,1.26,1.26,0,0,0,0
