stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0,0,2
2dpf,5,1.67,0.83,0.83,0,3.34,0.83,2.5
3dpf,51.14,1.72,0,0,0,6.32,0.57,9.19
5dpf,6.72,1.03,1.03,6.2,0.52,5.17,0,16.02
10dpf,11.92,3.77,0.63,2.51,0.63,4.39,1.26,5.02
