stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.83,0,2.5
3dpf,5.75,0.57,1.15,1.72,0,0
5dpf,0,0.52,0,1.03,0,0.52
10dpf,3.14,0,0,0,0.63,0.63
