stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,9.17,0,3.34,1.67,1.67,0,1.67
3dpf,70.11,1.15,1.72,6.32,0,0,1.72
5dpf,0.52,0.52,0.52,2.07,0,0.52,1.55
10dpf,21.96,0,0,5.65,0,0.63,1.26
