stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,6111.18,113.55,30.97,0,1094.23,82.58,0,196.14,2477.51,2302.02
12hpf,5397.7,167.71,19.28,167.71,1441.96,252.54,13.49,356.63,2484.87,1763.89
14hpf,5146.21,86.94,237.41,334.39,1123.54,501.58,93.63,143.79,2039.76,2320.64
16hpf,4023.7,215.34,354.79,311.72,1394.56,541.42,131.25,219.44,1870.35,2358.44
19hpf,6348.64,61.3,157.62,223.3,917.27,369.97,210.16,91.95,731.19,2491.29
24hpf,3886,105,807,325,1339,585,267,41,1826,1261
2dpf,1945.07,82.57,261.9,365.33,1327.02,2322.07,381.17,122.61,871.61,1629.78
3dpf,3309.38,193.66,162.05,190.78,201.7,2772.09,89.64,1.72,236.18,636.71
5dpf,953.03,213.45,441.37,622.26,258.41,3312.36,201.05,283.74,627.95,2907.68
10dpf,1816.71,377.15,389.07,470.65,186.38,3123.86,142.45,8.16,460.61,673.34
