stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,113.55
12hpf,5.78,17.35,0,0,0,1.93,0,1.93,1.93,67.47
14hpf,10.03,6.69,3.34,6.69,0,0,0,0,0,357.79
16hpf,61.52,22.56,36.91,22.56,4.1,2.05,2.05,0,6.15,307.62
19hpf,15.32,2.19,15.32,15.32,13.14,2.19,0,0,2.19,901.94
24hpf,65,3,15,8,32,7,2,1,37,502
2dpf,326.96,8.34,37.53,69.23,127.61,194.34,80.91,5,66.73,1223.59
3dpf,571.2,48.84,17.24,31.03,64.93,650.5,7.47,0.57,20.69,307.44
5dpf,153.5,24.81,88.38,116.8,84.24,869.82,38.25,30.49,74.42,1855.42
10dpf,298.71,43.93,102.92,82.21,139.31,920.59,52.09,1.88,46.44,409.78
