stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
12hpf,1.93,0,0,0
2dpf,0.83,0,0,0
3dpf,1.72,0.57,0.57,0
5dpf,2.58,0,0,2.07
10dpf,2.51,0,0,3.14
