stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,41.29,0,0,0,10.32,0,0,30.97,41.29,154.84
12hpf,21.21,5.78,0,0,3.86,0,0,21.21,23.13,9.64
14hpf,50.16,3.34,10.03,3.34,23.41,3.34,0,6.69,16.72,117.04
16hpf,20.51,4.1,0,4.1,10.25,2.05,2.05,6.15,22.56,26.66
19hpf,54.73,0,4.38,0,2.19,2.19,4.38,6.57,0,21.89
24hpf,20,1,29,9,8,2,27,0,11,24
2dpf,216.86,2.5,51.71,105.09,68.39,213.52,148.47,5.84,92.58,162.64
3dpf,851.62,7.47,27.58,44.82,25.28,357.43,16.66,0,17.81,72.98
5dpf,121.45,19.12,141.61,188.64,20.16,295.63,51.17,13.44,56.33,292.01
10dpf,468.14,24.47,129.9,118.6,8.16,183.24,40.79,0,36.4,71.54
