stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,5213.09,72.26,30.97,0,898.1,61.94,0,165.17,1692.96,1775.55
12hpf,4495.51,117.59,13.49,102.17,1112.31,165.79,7.71,258.32,1769.67,1272.32
14hpf,3554.53,56.85,157.16,200.63,648.71,300.95,73.56,83.6,1106.82,1153.63
16hpf,1749.35,55.37,77.93,118.95,533.21,198.93,49.22,82.03,658.31,594.74
19hpf,2806.53,13.14,8.76,83.19,282.4,94.13,56.92,19.7,192.65,453.16
24hpf,1149,17,49,30,198,91,39,6,121,132
2dpf,841.58,17.52,42.54,87.58,382.01,593.86,73.4,13.35,181.83,226.87
3dpf,2758.3,27.58,29.31,47.7,62.06,690.72,29.88,0,54.59,111.48
5dpf,193.81,15.5,72.87,86.31,43.93,441.89,33.59,13.95,84.24,277.02
10dpf,979.58,28.87,93.5,70.91,27.61,466.26,26.36,0.63,52.71,99.78
