stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,1.67,0,0,0,0
3dpf,0.57,0.57,0,0,0
5dpf,0.52,4.13,0.52,0.52,0.52
10dpf,0.63,2.51,0,1.26,3.77
