stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,22,0,0,0,0,0,0,0
2dpf,2.5,35.87,0.83,0,10.01,0.83,5.84,1.67,1.67
3dpf,1.72,44.82,0.57,0,7.47,0,0,1.15,0
5dpf,0.52,38.25,2.58,1.03,4.65,0,5.17,1.03,1.55
10dpf,1.88,26.36,0,0,3.77,0,0,1.26,0
