stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,5.75,20.11,0,0,1.72,0,0,0.57,0.57
5dpf,2.58,5.69,0.52,1.03,8.79,0.52,0.52,2.07,3.62
10dpf,1.26,0.63,0,0,0.63,0,0,0,0
