stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,0,0.83,0,0,0.83,0
3dpf,35.05,0,0.57,0.57,0,0
5dpf,0,3.1,0,1.03,0,0
10dpf,19.45,5.02,0,0,0,0.63
