stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0,0.83,2.5,0.83
3dpf,56.89,1.15,0,9.19,1.15,0,0
5dpf,1.55,1.03,0,3.1,1.55,2.07,2.07
10dpf,25.1,0.63,0,1.26,0,2.51,0
