stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3644,72.26,30.97,0,640.02,30.97,0,123.88,1362.63,1383.27
12hpf,3454.53,140.73,7.71,96.39,873.27,134.94,7.71,275.67,1588.47,1108.46
14hpf,3149.92,76.91,163.85,234.07,728.96,297.6,66.88,127.07,1387.7,1528.15
16hpf,1636.55,133.3,63.58,121,604.99,200.98,65.63,139.46,1013.1,1402.76
19hpf,2896.29,41.59,13.14,96.32,354.65,131.35,109.46,65.68,376.54,1646.27
24hpf,1920,44,79,93,538,218,70,21,842,688
2dpf,1833.3,35.03,101.76,282.75,820.73,1460.47,147.63,70.9,498.78,869.94
3dpf,4155.83,83.9,73.55,154.58,142.51,1779.1,50.57,1.15,118.95,417.19
5dpf,728.73,90.45,257.38,457.39,150.91,1769.1,103.37,138.51,285.29,1620.26
10dpf,2618.69,154.37,286.78,375.89,114.84,1784.7,94.76,4.39,219.01,422.33
