stage,central_nervous_system,endoderm,mesenchyme,periderm
24hpf,0,0,0,2
2dpf,0,0,0.83,25.02
3dpf,0,0.57,0,10.92
5dpf,0.52,0,0,52.72
10dpf,0,0,0,6.28
