stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,526.47,0,10.32,0,144.52,10.32,0,0,206.46,144.52
12hpf,790.38,23.13,9.64,28.92,244.82,34.7,0,23.13,549.41,227.47
14hpf,692.18,10.03,63.53,43.47,207.32,40.13,6.69,6.69,327.7,200.63
16hpf,467.59,22.56,88.19,24.61,196.88,110.74,12.3,18.46,268.66,149.71
19hpf,567,0,19.7,2.19,56.92,30.65,21.89,2.19,59.11,35.03
24hpf,365,6,115,9,114,57,29,0,108,40
2dpf,287.76,10.01,32.53,30.03,154.3,319.45,40.04,6.67,170.15,115.1
3dpf,541.89,20.69,26.43,24.71,39.08,408.57,8.05,0,62.06,53.44
5dpf,149.88,18.09,77.01,47.03,37.73,460.49,42.38,27.39,132.82,247.56
10dpf,402.25,30.12,69.66,65.26,49.58,677.11,35.14,1.26,126.13,64.64
