stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0.83,0,0,0,0,0
3dpf,4.02,0,0,4.02,0,0,0,0
5dpf,0,0.52,0,2.58,0.52,0.52,1.03,1.55
10dpf,5.65,0,0,2.51,0.63,0,0,0
