stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,1.67,1.67,0,0
3dpf,4.02,0,0.57,0,0
5dpf,0,0.52,1.55,0.52,1.03
