stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0.83,0.83,0,2.5,1.67,0,0,0,0.83
3dpf,1.15,6.9,0.57,2.87,0.57,21.26,0,0,0
5dpf,1.03,3.1,0,3.1,0,4.13,0.52,0.52,0.52
10dpf,0,0,0.63,0.63,0.63,3.14,0.63,0,0
