stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0,0
2dpf,0,0,0,0,0.83,0,0,0,0.83
3dpf,5.17,0,0.57,0,0.57,0.57,0,0,2.3
5dpf,2.58,0,1.55,0,0,2.07,0,0.52,6.2
10dpf,3.77,1.26,2.51,1.88,0.63,1.26,0.63,0,0.63
