stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,0,1
2dpf,0.83,0.83,1.67,0,0,0.83,48.38
3dpf,3.45,0,1.15,0,0,0,16.66
5dpf,1.03,0.52,3.1,0,0.52,0,54.78
10dpf,2.51,0,3.77,0.63,0,0,18.83
