stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme
2dpf,0,1.67,0.83,0
3dpf,1.72,1.15,0.57,0
5dpf,0,3.62,0,0.52
10dpf,0.63,3.14,0,0
