stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
14hpf,0,0,0,0,0,3.34
19hpf,0,0,0,0,0,2.19
2dpf,1.67,0,0,0,0,29.19
3dpf,2.87,0,0.57,0.57,0,16.09
5dpf,1.55,1.55,1.03,0.52,0.52,37.73
10dpf,0,0.63,0,0.63,0,14.43
