stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,30.97,0,0,0,0,0,0,0,10.32,0
12hpf,19.28,3.86,0,3.86,5.78,0,0,9.64,15.42,9.64
14hpf,13.38,0,0,0,0,0,0,0,6.69,3.34
16hpf,57.42,2.05,4.1,4.1,8.2,6.15,0,2.05,24.61,16.41
19hpf,19.7,0,0,0,2.19,0,0,2.19,4.38,4.38
24hpf,45,2,3,4,24,5,1,0,9,9
2dpf,105.09,4.17,11.68,15.85,93.42,63.39,2.5,3.34,26.69,41.7
3dpf,123.55,5.17,9.19,3.45,4.02,32.75,4.6,0,5.75,13.79
5dpf,63.05,6.72,55.3,33.59,26.88,242.39,12.4,7.24,65.12,131.79
10dpf,58.36,13.18,74.68,38.28,6.9,115.47,2.51,0,23.22,20.08
