stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme
2dpf,0,0,2.5,0.83
3dpf,0.57,0,0,0
5dpf,0,0.52,3.62,0
10dpf,0.63,0,0,0
