stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0,0,0.83,0,86.74
3dpf,0.57,0,0,0.57,16.66
5dpf,0,0,0,1.03,105.43
10dpf,0.63,0.63,0,0,11.92
