stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,8.34,0,0.83,0
3dpf,6.9,5.17,0,18.39,0,2.87,0.57
5dpf,0,6.72,0.52,43.41,0.52,3.62,3.1
10dpf,4.39,20.08,1.26,26.36,0,1.26,0.63
