stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,2.05,0
2dpf,0,0,0,1.67,31.69,0.83,0.83
3dpf,1.72,0,0.57,0.57,0.57,0,0
5dpf,2.07,0.52,0,2.07,2.58,0.52,0.52
10dpf,51.46,0,1.26,0,6.9,1.26,0
