stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,0,0,0,9
2dpf,0,0,1.67,0.83,0.83,11.68
3dpf,0.57,0,0,1.15,0,12.64
5dpf,1.03,2.58,0,1.03,0,5.17
10dpf,0.63,3.14,0.63,0.63,0,6.9
