stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,periderm
24hpf,0,0,0,0,0,0,0,1
2dpf,2.5,0,0,2.5,0,0,0.83,20.02
3dpf,0,0,0.57,0.57,0.57,2.87,0,5.75
5dpf,2.07,5.17,0,0.52,1.03,2.58,0.52,32.56
10dpf,0.63,2.51,0.63,0.63,1.88,2.51,0,12.55
