stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
24hpf,0,0,0,0,1,0,0,0
2dpf,3.34,0,0,0.83,4.17,5.84,0,3.34
3dpf,16.09,0,0,0,4.02,9.19,1.15,0
5dpf,1.55,1.03,0.52,3.1,2.58,16.02,1.03,2.07
10dpf,6.28,1.26,0.63,2.51,1.88,8.79,1.88,0.63
