stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,0,1.67,7.51,1.67,4.17
3dpf,0.57,0,0,1.72,0.57,0,0
5dpf,0.52,1.03,0.52,2.07,130.24,0.52,0
10dpf,0.63,0,0,0.63,2.51,0,0.63
