stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
16hpf,2.05,0,0,0,0,0
19hpf,2.19,0,0,0,0,0
24hpf,7,0,2,1,0,0
2dpf,30.86,1.67,8.34,13.35,2.5,2.5
3dpf,14.37,0.57,4.02,33.33,1.15,1.72
5dpf,12.92,3.62,2.58,20.16,2.07,2.58
10dpf,6.9,0.63,0,21.34,0.63,0
