stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,1.67,0.83,0,2.5,0
3dpf,28.73,0.57,1.72,3.45,0.57
5dpf,0.52,0.52,0,5.17,0.52
10dpf,11.3,0,0,1.26,0
