stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.67,0.83,0.83,0,0.83
3dpf,2.87,3.45,0,0.57,4.6,0,0
5dpf,0,7.24,1.55,0,3.62,0,0
10dpf,1.26,8.16,0.63,0.63,1.88,0.63,1.26
