stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
3dpf,0,0,1.15,0,0,0,1.15
5dpf,3.1,0.52,0,0.52,2.58,0.52,9.3
10dpf,1.26,0,0.63,0.63,0.63,0,1.26
