stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
14hpf,0,0,0,0,0,0,6.69
24hpf,0,0,0,0,0,0,3
2dpf,0.83,0,1.67,0.83,0,0,30.03
3dpf,1.15,0,1.15,21.26,0,0.57,11.49
5dpf,0,0.52,0.52,16.02,0.52,0.52,57.37
10dpf,0,0,0,10.04,0.63,0,14.43
