stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,3994.98,10.32,0,0,691.64,41.29,0,30.97,1651.67,1125.2
12hpf,3786.1,77.11,1.93,80.97,900.26,123.38,9.64,127.23,1642.44,798.09
14hpf,2792.13,33.44,80.25,46.81,431.36,86.94,43.47,56.85,802.53,575.14
16hpf,2483.54,61.52,102.54,24.61,467.59,96.39,53.32,73.83,557.82,525.01
19hpf,4194.48,15.32,56.92,41.59,387.49,105.08,52.54,10.95,162,693.97
24hpf,3148,27,505,71,595,138,86,10,234,299
2dpf,934.17,19.18,106.76,81.74,722.31,209.35,196.84,9.17,108.43,153.47
3dpf,1165.95,28.73,125.85,17.24,22.99,93.67,4.6,0,14.37,41.95
5dpf,166.94,11.37,151.95,34.11,95.1,157.63,21.71,15.5,82.69,117.32
10dpf,157.51,20.71,339.5,9.41,5.65,35.14,7.53,0,17.57,7.53
