stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,47.7,0,0,2.87,0,0
5dpf,5.69,0,0.52,2.07,0.52,0.52
10dpf,71.54,0.63,0.63,1.88,0,0.63
