stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
14hpf,3.34,0,0,0,0,0,0,0
2dpf,1.67,0,3.34,2.5,0,0,0,1.67
3dpf,8.05,0.57,0.57,3.45,0,0,0.57,0
5dpf,0.52,1.55,0,1.03,0.52,0.52,0,0
10dpf,2.51,0.63,0,3.14,0,0,1.88,0
