stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0
3dpf,81.02,0,2.87,0.57,0.57
5dpf,0.52,0,1.55,0.52,1.03
10dpf,21.34,1.26,1.88,0,0.63
