stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
16hpf,0,0,0,2.05,0,0
24hpf,0,0,0,1,0,0
2dpf,0,0,1.67,0,0,0
3dpf,1.72,1.15,0,0,1.72,0.57
5dpf,0.52,1.55,0.52,1.03,1.55,0.52
10dpf,0.63,1.88,0,0,1.26,0
