stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,3.34,0,2.5,0,0,0.83
3dpf,17.81,0.57,0.57,5.17,0,0
5dpf,0.52,0,0.52,7.75,0,0
10dpf,6.28,0,0.63,0.63,0.63,0
