stage,central_nervous_system,lateral_mesoderm,mesenchyme,periderm
2dpf,0.83,0.83,0,2.5
3dpf,3.45,0,0.57,1.72
5dpf,0,0,1.03,1.55
10dpf,7.53,0,0.63,0
