stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,1.67,0,0.83,0,0,0.83,0.83
3dpf,1.72,8.62,0,1.15,2.87,0,0,0,0
5dpf,1.55,8.27,0.52,1.55,4.65,0.52,0.52,0.52,2.07
10dpf,4.39,64.64,1.26,0.63,3.77,0,0,0.63,0.63
