stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0,0
2dpf,0,0,0,0,1.67,0,0
3dpf,0.57,0.57,1.15,0,0,0,0
5dpf,0.52,2.58,3.62,0.52,4.13,0.52,0.52
10dpf,1.26,0.63,28.24,0,0,0,0
