stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,1.67,0,0,0,0.83,0
3dpf,2.87,0,0,0.57,0,0
5dpf,7.75,0.52,0.52,2.07,0,1.55
10dpf,3.77,0,0.63,0,0,0
