stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,10.32,0,0,0,0,0,0,0
12hpf,1.93,0,5.78,0,5.78,0,0,3.86,0,9.64
14hpf,3.34,0,13.38,3.34,0,0,0,0,0,6.69
16hpf,10.25,4.1,0,2.05,0,2.05,2.05,0,6.15,14.36
19hpf,19.7,0,0,2.19,2.19,0,19.7,0,2.19,6.57
24hpf,36,4,49,20,3,6,77,2,3,13
2dpf,240.21,5,64.22,52.55,91.75,196.01,105.93,7.51,60.05,134.29
3dpf,599.35,10.34,33.33,22.99,14.37,232.16,9.77,0,12.64,51.72
5dpf,94.06,11.89,106.98,55.3,14.99,193.29,33.59,13.44,32.04,202.6
10dpf,195.16,16.94,57.73,33.26,4.39,163.79,22.59,0.63,18.2,41.42
