stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,periderm
2dpf,2.5,0.83,0.83,0.83,0.83
3dpf,19.54,0,0,0,0
5dpf,0,0,0,0,0.52
10dpf,4.39,0,0,0,0
