stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0.83,0,0,3.34,3.34,0.83,2.5
3dpf,0.57,0,0.57,0.57,6.32,2.87,3.45,2.3
5dpf,1.03,1.03,0.52,1.03,4.13,2.58,1.03,3.1
10dpf,0,0,0,0,1.88,1.88,1.26,1.88
