stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,0,0,0,39.41
24hpf,0,0,0,0,0,0,0,2,57
2dpf,5,0,0,0,0.83,1.67,0.83,0,0.83
3dpf,13.79,6.32,0,0.57,1.15,6.9,0,0.57,17.81
5dpf,10.34,4.13,2.58,3.1,2.58,18.61,2.58,6.2,73.91
10dpf,23.85,6.28,1.26,2.51,0.63,15.06,0.63,0,74.68
