stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,92.91,0,0,0,20.65,0,0,0,196.14,20.65
12hpf,82.89,5.78,0,3.86,32.77,3.86,0,3.86,163.86,77.11
14hpf,63.53,0,0,0,10.03,3.34,0,3.34,30.09,10.03
16hpf,71.78,2.05,2.05,2.05,24.61,4.1,2.05,4.1,65.63,34.86
19hpf,74.43,0,0,2.19,8.76,0,0,0,15.32,10.95
24hpf,90,3,0,5,22,6,1,0,20,16
2dpf,271.91,4.17,16.68,20.02,123.44,145.13,21.69,3.34,60.89,62.56
3dpf,771.75,3.45,9.19,10.34,13.79,233.88,8.05,0,16.09,21.26
5dpf,102.85,5.17,23.77,21.71,17.06,159.7,17.06,6.2,39.8,90.96
10dpf,296.2,7.53,28.87,15.69,6.28,132.41,8.16,0,17.57,24.47
