stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,61.94,10.32,0,0,61.94,0,0,0,103.23,72.26
12hpf,173.5,21.21,0,15.42,185.06,61.69,0,1.93,331.57,88.68
14hpf,247.45,20.06,10.03,137.1,327.7,157.16,43.47,6.69,377.86,107
16hpf,129.2,26.66,2.05,86.13,317.88,98.44,45.12,8.2,231.74,94.34
19hpf,118.22,4.38,35.03,54.73,179.51,37.22,30.65,0,8.76,6.57
24hpf,61,5,128,101,129,54,72,4,25,18
2dpf,65.89,0.83,64.22,65.89,181.83,371.16,40.87,0.83,9.17,11.68
3dpf,44.82,1.15,2.87,16.66,63.21,221.24,25.86,0,3.45,5.17
5dpf,19.64,2.58,115.77,50.13,27.39,108.53,17.57,1.03,3.62,12.92
10dpf,28.24,5.02,111.07,25.1,20.71,82.21,28.87,0.63,5.65,1.88
