stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,0
12hpf,65.54,5.78,0,0,19.28,13.49,0,0,17.35,34.7
14hpf,13.38,3.34,3.34,0,0,0,0,0,3.34,0
16hpf,14.36,0,0,6.15,2.05,2.05,2.05,0,8.2,14.36
19hpf,17.51,0,0,2.19,6.57,2.19,0,0,0,4.38
24hpf,48,2,10,41,30,14,5,0,8,8
2dpf,87.58,3.34,2.5,19.18,66.73,67.56,23.35,0,25.02,31.69
3dpf,125.27,0,0,6.32,5.17,36.2,3.45,0,6.32,7.47
5dpf,42.9,0.52,3.1,11.37,8.79,39.28,4.65,0.52,17.06,18.61
10dpf,20.08,0,1.88,3.77,0,2.51,0,0,1.26,0
